Name,Company,Category,Updated,Size,Installs,Current Version,Requires Android,Content Rating,Interactive Elements,In-app Products,Permissions,Report,Offered By,Developer,Eligible for Family Library
PGA TOUR Golf Shootout,"Concrete Software, Inc.",Sports,"May 6, 2022",132.0,"1,000,000+",3.0.1,5.0 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Concrete Software, Inc.",
Golf King - World Tour,RisingWings,Sports,"May 18, 2022",153.0,"10,000,000+",1.22.4,5.0 and up,EveryoneLearn more,,$0.99 - $119.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,RisingWings,
SLAM DUNK from TV Animation,DeNA HONG KONG LIMITED,Sports,"April 26, 2022",101.0,"1,000,000+",14.7,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,Users Interact,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,DeNA HONG KONG LIMITED,
NBA SuperCard Basketball Game,"2K, Inc.",Sports,"May 6, 2022",102.0,"1,000,000+",4.5.0.7183059,5.0 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"2K, Inc.",
MLB Perfect Inning 2022,Com2uS Holdings Corp.,Sports,"May 4, 2022",105.0,"5,000,000+",2.5.4,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Com2uS Holdings Corp.,
Fliff - Sports Picks,Fliff Inc,Sports,"May 17, 2022",89.0,"5,000+",4.2.139,6.0 and up,TeenSimulated GamblingLearn more,In-Game Purchases (Includes Random Items),$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Fliff Inc,
Football Battle – Touchdown!,Miniclip.com,Sports,"May 3, 2022",54.0,"100,000+",1.0.13,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$1.99 - $109.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Miniclip.com,
Football Rivals: Online Soccer,Green Horse Games,Sports,"May 18, 2022",100.0,"1,000,000+",1.43.0,5.1 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Green Horse Games,
Baseball Superstars 2022,Com2uS Holdings Corporation,Sports,"April 15, 2022",108.0,"1,000,000+",30.6.2,5.0 and up,"Everyone 10+Mild Fantasy Violence, Suggestive ThemesLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Com2uS Holdings Corporation,
Darts of Fury,Yakuto,Sports,"April 19, 2022",163.0,"10,000,000+",4.2.0.3299,6.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $74.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Yakuto,
eFootball™  CHAMPION SQUADS,KONAMI,Sports,"May 2, 2022",Varies with device,"5,000,000+",5.7.0,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,KONAMI,
Ultimate Pro Football GM - Football Franchise Sim,Games2rk,Sports,"September 24, 2021",33.0,"100,000+",1.6.0,5.0 and up,EveryoneAlcohol ReferenceLearn more,In-Game Purchases,$0.99 - $25.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Games2rk,
TRIVIA STAR Quiz Games Offline,Super Lucky Games LLC,Trivia,"May 17, 2022",96.0,"10,000,000+",1.183,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Super Lucky Games LLC,
Trivia Puzzle Fortune Games,Super Lucky Games LLC,Trivia,"May 16, 2022",78.0,"1,000,000+",1.127,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Super Lucky Games LLC,
Text or Die,Rollic Games,Trivia,"May 18, 2022",82.0,"10,000,000+",4.7.1_1387,7.0 and up,Everyone 10+Fantasy ViolenceLearn more,,$0.99 - $7.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Rollic Games,
Brain Test: Tricky Puzzles,Unico Studio,Trivia,"April 22, 2022",101.0,"100,000,000+",2.729.0,4.4 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
Trivia Crack,etermax,Trivia,"May 16, 2022",130.0,"100,000,000+",3.162.2,5.0 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,etermax,
Zoom Out 3D,CrazyLabs LTD,Trivia,"May 11, 2022",147.0,"10,000,000+",0.6.9.0,6.0 and up,"Everyone 10+Fantasy Violence, Suggestive ThemesLearn more",In-Game Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,CrazyLabs LTD,
Brain Test 2: Tricky Stories,Unico Studio,Trivia,"April 28, 2022",101.0,"50,000,000+",1.9.0,4.4 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more",In-Game Purchases,$1.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
Be Funny Now!,JacksfilmsLLC,Trivia,"May 17, 2022",135.0,"10,000+",1.0.1,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,JacksfilmsLLC,
Word Riddles - Offline Word Games Brain Test,Magic Word Games,Trivia,"April 28, 2022",60.0,"10,000,000+",4.0,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Magic Word Games,
Trivia Crack Adventure,etermax,Trivia,"May 11, 2022",143.0,"5,000,000+",2.59.1,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,etermax,
Guess Their Answer,TapNation,Trivia,"May 18, 2022",104.0,"10,000,000+",2.26,5.0 and up,EveryoneMild Fantasy ViolenceLearn more,,$2.99 - $7.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TapNation,
Who is? Brain Teaser & Riddles,Unico Studio,Trivia,"May 11, 2022",114.0,"50,000,000+",1.5.0,4.4 and up,"Everyone 10+Mild Violence, Mild BloodLearn more",,$1.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
How Well Do You Know Me?,DH3 Games,Trivia,"May 19, 2022",17.0,"5,000,000+",13.2.0,4.4 and up,TeenSexual ThemesLearn more,,$2.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,DH3 Games,
Life Choices,Unico Studio,Trivia,"May 6, 2022",91.0,"1,000,000+",1.2.2,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
Trivia Crush,CanaryDroid,Trivia,"May 8, 2022",Varies with device,"100,000+",Varies with device,Varies with device,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,CanaryDroid,
Trivia Million,Soft Baked Apps GmbH,Trivia,"May 2, 2022",54.0,"1,000,000+",1.30,5.0 and up,EveryoneLearn more,In-Game Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,Soft Baked Apps GmbH,
Family Feud® Live!,"Jam City, Inc.",Trivia,"April 12, 2022",43.0,"5,000,000+",2.19.9,5.1 and up,"TeenDrug Reference, Suggestive ThemesLearn more","Users Interact, Digital Purchases",$0.99 - $94.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jam City, Inc.",
Movie Quiz,wz game,Trivia,"May 18, 2022",78.0,"500,000+",1.1.8,5.0 and up,EveryoneLearn more,,$0.99 - $69.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,wz game,
MILLIONAIRE TRIVIA Game Quiz,Quiz & Trivia Games by Submarine Apps,Trivia,"May 13, 2022",33.0,"50,000,000+",1.6.0.3,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Quiz & Trivia Games by Submarine Apps,
"Type Sprint: Typing Games, Practice & Training.",Masterskaya DK,Trivia,"May 11, 2022",96.0,"10,000,000+",1.0.7,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Masterskaya DK,
Brain Test 3: Tricky Quests,Unico Studio,Trivia,"May 13, 2022",126.0,"5,000,000+",1.52.01,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $6.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
People Say,ELIA GAMES,Trivia,"May 8, 2022",89.0,"5,000+",1.0.0,5.0 and up,EveryoneLearn more,In-Game Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,ELIA GAMES,
Million Golden Deal,VGames Studios,Trivia,"April 3, 2022",70.0,"1,000,000+",2.4,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,VGames Studios,
Jeopardy!® Trivia TV Game Show,Sony Pictures Television,Trivia,"February 25, 2022",124.0,"1,000,000+",52.0.0,4.4 and up,EveryoneLearn more,Digital Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Sony Pictures Television,
Guess The Drawing,Jadd Zayed,Trivia,"May 10, 2022",73.0,"10,000+",0.8,5.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Jadd Zayed,
Quiz: Logo game,Lemmings at work,Trivia,"June 19, 2021",34.0,"10,000,000+",9.8,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Lemmings at work,
Smart Brain: Mind-Blowing Game,Unico Studio,Trivia,"April 21, 2022",110.0,"1,000,000+",7.1.2,6.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
QuizzLand. Quiz & Trivia game,mnoGoApps | Quiz & Trivia Games,Trivia,"May 20, 2022",72.0,"50,000,000+",2.3.441,4.4 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,mnoGoApps | Quiz & Trivia Games,
"LogoMania: Logo Game, Quiz",Playmania LTD,Trivia,"April 13, 2022",17.0,"1,000,000+",1.3.3,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playmania LTD,
How Many - Trivia Game,Apps Mobile Games,Trivia,"January 25, 2022",114.0,"1,000,000+",1.02.15,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Apps Mobile Games,
Trivia Rich,Party Wolves,Trivia,"May 18, 2022",83.0,"100,000+",1.1.3,5.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Party Wolves,
Deal To Be A Millionaire,Niceteen Games,Trivia,"September 15, 2021",41.0,"1,000,000+",1.5.1,4.4 and up,TeenSexual ThemesLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Niceteen Games,
Bible Quiz,wz game,Trivia,"April 25, 2022",87.0,"1,000,000+",1.2.7,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $69.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,wz game,
Movie Trivia - Quiz Puzzle,Word Connect Games,Trivia,"April 8, 2022",48.0,"50,000+",1.6,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Word Connect Games,
GeoGuessr,GeoGuessr,Trivia,"April 16, 2022",21.0,"1,000,000+",1.14,8.0 and up,EveryoneLearn more,,$2.99 - $42.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,GeoGuessr,
Millionaire Trivia: TV Game,Sony Pictures Television,Trivia,"April 5, 2022",84.0,"10,000,000+",48.0.0,4.4 and up,EveryoneLearn more,Digital Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Sony Pictures Television,
Bible Trivia - Word Quiz Game,Word Connect Games,Trivia,"April 12, 2022",43.0,"500,000+",2.2,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Word Connect Games,
Trivia Planet!,VOODOO,Trivia,"March 21, 2022",85.0,"100,000+",1.13,4.4 and up,EveryoneAlcohol ReferenceLearn more,,$3.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,VOODOO,
Flags of All World Countries,Andrey Solovyev,Trivia,"April 14, 2022",14.0,"5,000,000+",3.3.0,4.4 and up,EveryoneLearn more,,$0.99 - $5.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Andrey Solovyev,
Geography Quiz,MTapps,Trivia,"May 17, 2022",16.0,"1,000,000+",1.5.36,4.1 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $2.49 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,MTapps,
Logo Game: Guess Brand Quiz,Logos Box,Trivia,"January 6, 2022",28.0,"10,000,000+",6.2.2,4.1 and up,EveryoneLearn more,Digital Purchases,$1.99 - $39.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Logos Box,
Brain Test: Tricky Words,Unico Studio,Trivia,"May 14, 2022",105.0,"500,000+",1.2.30,4.4 and up,EveryoneLearn more,In-Game Purchases,$1.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Unico Studio,
Trivia Crack Explorer,etermax,Trivia,"May 19, 2022",119.0,"500,000+",2.11.0,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,etermax,
Flags,gedev,Trivia,"September 1, 2021",24.0,"5,000,000+",1.8.52,6.0 and up,EveryoneLearn more,,$0.99 - $29.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,gedev,
Trivia Crack Premium,etermax,Trivia,"May 16, 2022",112.0,"500,000+",3.162.2,5.0 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,etermax,Learn More
Sporcle,"Sporcle, Inc",Trivia,"May 15, 2019",6.5,"100,000+",5.1.0,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $59.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Sporcle, Inc","Eligible if bought after 7/2/2016.
Learn More"
The Jackbox Party Pack 3,"Jackbox Games, Inc.",Trivia,"July 29, 2019",47.0,"10,000+",1.1.3,4.0 and up,"TeenBlood, Drug Reference, Mild Language, Sexual Themes, ViolenceLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jackbox Games, Inc.","Eligible if bought after 7/2/2016.
Learn More"
The Jackbox Party Pack,"Jackbox Games, Inc.",Trivia,"July 26, 2019",40.0,"10,000+",1.1.1,4.0 and up,"TeenDrug Reference, Suggestive Themes, LanguageLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jackbox Games, Inc.","Eligible if bought after 7/2/2016.
Learn More"
Endless Quiz Pro,TIMLEG,Trivia,"March 2, 2022",20.0,"10,000+",1.0.2.6.4,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,TIMLEG,"Eligible if bought after 7/2/2016.
Learn More"
The Jackbox Party Pack 4,"Jackbox Games, Inc.",Trivia,"July 29, 2019",48.0,"1,000+",1.1.3,4.0 and up,"TeenSexual Themes, Drug Reference, Crude HumorLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jackbox Games, Inc.","Eligible if bought after 7/2/2016.
Learn More"
GeoGame 2 - Unlimited geoguess quiz game,GeoGuesser,Trivia,"July 2, 2021",24.0,"1,000+",1.0,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,GeoGuesser,"Eligible if bought after 7/2/2016.
Learn More"
Jeopardy! PlayShow Premium,Sony Pictures Television,Trivia,"May 12, 2021",120.0,500+,1.07.01,4.4 and up,EveryoneLearn more,In-Game Purchases,$9.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Sony Pictures Television,"Eligible if bought after 7/2/2016.
Learn More"
The Jackbox Party Pack 5,"Jackbox Games, Inc.",Trivia,"July 29, 2019",68.0,"1,000+",1.1.2,5.0 and up,"TeenDrug Reference, Fantasy Violence, Mild Language, Sexual ThemesLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jackbox Games, Inc.","Eligible if bought after 7/2/2016.
Learn More"
The Movie Trivia Challenge,LoadUpGames.com,Trivia,"July 18, 2021",11.0,100+,1.4,4.2 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,LoadUpGames.com,Learn More
Penny Dell Jumbo Crosswords,PuzzleNation,Trivia,"April 29, 2016",22.0,500+,1.0,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,PuzzleNation,"Eligible if bought after 7/2/2016.
Learn More"
Breaking light,TONY HURDLE,Trivia,"May 14, 2022",14.0,1+,1.0,4.4 and up,TeenLearn more,,$0.99 - $7.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TONY HURDLE,
DA Dead Adventure 2022,ROBERT COOPER,Trivia,"May 4, 2022",26.0,1+,1.0,4.4 and up,TeenLearn more,,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ROBERT COOPER,
BLeBRiTY,"Communicating Rooks, LLC",Trivia,"November 26, 2021",14.0,"100,000+",1.2.87,8.0 and up,EveryoneLearn more,Digital Purchases,$1.99 - $8.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Communicating Rooks, LLC",
fix it up,Apps to improve,Trivia,"December 18, 2021",16.0,0+,1.0,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Apps to improve,"Eligible if bought after 7/2/2016.
Learn More"
Can you escape the 100 room IV,EscapeFunHK,Trivia,"October 21, 2021",92.0,"5,000,000+",2.0.4,2.3 and up,TeenLearn more,,$0.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,EscapeFunHK,
UA language quiz,SergoMorgo,Trivia,"January 27, 2022",5.2,1+,1.0.0,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,SergoMorgo,"Eligible if bought after 7/2/2016.
Learn More"
Amazing Pig Escape,Brent Allen Hofer,Trivia,"May 4, 2022",11.0,5+,1.0,4.4 and up,TeenLearn more,,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Brent Allen Hofer,
Evil Kill 2022,Selena Luis,Trivia,"April 27, 2022",21.0,1+,1.0,4.4 and up,TeenLearn more,,$1.49 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Selena Luis,
Word Logic - trivia puzzles,Lunapp,Trivia,"April 21, 2022",96.0,"1,000,000+",3.9.5,5.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $39.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Lunapp,
Quiz Time - Trivia and Logo!,Words Logos FreePuzzleGames,Trivia,"September 2, 2020",80.0,"10,000,000+",1.6.3,4.4 and up,TeenSimulated GamblingLearn more,In-Game Purchases,$0.99 - $94.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Words Logos FreePuzzleGames,
World Geography - Quiz Game,Atom Games Ent.,Trivia,"October 27, 2021",42.0,"10,000,000+",1.2.124,4.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $19.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Atom Games Ent.,
Would You Rather?,TITANWARE SL,Trivia,"November 23, 2021",41.0,"100,000+",17,5.0 and up,Mature 17+Strong LanguageLearn more,,$0.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TITANWARE SL,
